,Customer Name,Customer review
594,Prof. Shelby,"I thought this was great, apart from the screen timing out so often. However, this morning I needed to charge it. After about a half hour charging in the other room, I decided to check the app to see how I slept last night. Wouldn't you know it? The app was magically measuring my heart rate several feet away from the watch. I expected it to show nothing. But nahhhhhhh, it was measuring a heart rate as my phone was sitting on the kitchen counter. Because of this, I can't recommended this watch. "
595,wayland L barnett,Never could get it set
596,C C,"I upgraded to this watch from the lowest- priced one. It is a breeze to charge, has a long battery life, and is easy to read with nice big numbers. I bought it to wear in the pool. I am hoping it really is water resistant. It looks expensive!"
597,Annalee campbell,
598,Karen Burney,Works great for the price and tracks steps great
599,AMY B,I waited a few months before reviewing so I could really see how I like it and omg I love it! I had a fit bit before and I barely used it but this watch is incredible! I am an animal nurse so I need a durable watch as well as functional and this watch does not disappoint. I love all the features and dont find it overwhelming with choices and options and for the price point it's a no brainer!!
600,Machel L Wise,Very well made the battery life is amazing. Love that I can receive messages.
601,Bridgette,Everyone is always so amazed that it’s not an Apple I really get raves when I wear in my water class One person found this helpful
602,Bradley I.,Can’t beat it for the price! Dose everything any expensive watch will do but with a better price
603,Sakshi,"I can’t seem to get my text msgs! I was able to get WhatsApp notifications and calls, but haven’t been able to set up for texts. I tried everything recommended below.. any help?! One person found this helpful"
604,Courtney,I instantly feel in love with this watch. It was so easy to set up and I love the green color. Unfortunately after 12 hours of wearing the touch screen quit working. I cannot get watch to switch off of clock screen. Randomly it will decide to work again.
605,Joni,"Descent price for device, but simple."
606,Jeanie Edens,I purchased this watch primarily for the steps tracker and it seems to be very accurate. For the price it is a good buy.
607,Dolly D Werley,"I could not figure how to use because the manuel and phone itself have very small writing and I could not read them. The app on my phone could be set up, but to check my phone was impossible."
608,Leslie,This battery lasts FOREVER!!!! And it works great! Does exactly what it's supposed to!
609,Jennifer J,I've been very happy with this watch. The battery life is phenomenal and it is very easy to use. The pink band was pretty at first but as it rubs against clothing it starts to pick up a blueish hue so it looks dirty. One person found this helpful
610,Hozco,"The watch looks nice, But like most things from China they look like something and you find out the 3rd nothing. 1st off the manual is in 6 languages, I read and write 4 of those languages, None of them give you even remotely the information you need to get this watch to functioning. So it's fly by the seat of your pants to try and figure it out and very soon you find out things like you can't get your heart meter graft above a 120, If you want to reset anything you have to wait until midnight and it resets everything. The only things that are good about this is the size the comfort and the battery life. I should have known better with the price and the country of origin. PS it's really good at locating your phone also. However with that in mind I would like all the other functions to do what they say they do but they do but they don't. 9 people found this helpful"
611,LoveofallCoffee,I love the strap color. I get many compliments on it. Its accurate step count gets me moving. I go bed earlier to get more sleep. I've used it a few months now and its been great. 
612,DRea,Great gift
613,Steve Brown,"I've used my Fitpolo for about a month and to say I'm impressed is an understatement. It is loaded with features, I find it very accurate, and especially like the Sleep monitoring function. The display in clear and the functionality is very easy to use. I couldn't be more pleased with this product."
